Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-August-2021,3831.00,3858.00,3755.00,3828.80,3797.040277201919090209,16883,2456,64105431.00,2148,12.72,103.00,-2.20
25-August-2021,3735.00,3891.00,3684.70,3824.95,3813.399010064345817521,60610,8562,231130114.00,14494,23.91,206.30,89.95
24-August-2021,3800.00,3838.00,3656.85,3701.75,3709.032819701131232251,21481,3230,79673734.00,3785,17.62,181.15,-98.25
23-August-2021,3975.50,4000.10,3766.05,3790.20,3840.804684047724259832,33945,6120,130376115.00,8185,24.11,234.05,-185.30
20-August-2021,4039.00,4097.00,3918.15,3968.90,4001.601931296501503878,31585,5652,126390597.00,5589,17.70,178.85,-70.10
18-August-2021,3918.00,4166.40,3918.00,4041.10,4073.956257691262725543,62571,8230,254911517.00,5526,8.83,248.40,123.10
17-August-2021,3825.00,3939.95,3737.25,3889.75,3863.321484591809647916,41439,5430,160092179.00,15494,37.39,202.70,64.75
16-August-2021,3790.00,3825.75,3731.45,3752.35,3789.326595484554568424,12269,1539,46491248.00,2611,21.28,94.30,-37.65
13-August-2021,3755.00,3796.00,3735.00,3781.20,3771.302695605159496408,12947,1511,48827056.00,2425,18.73,61.00,26.20
12-August-2021,3693.45,3749.70,3614.35,3739.80,3698.296829785865860716,15551,2240,57512214.00,3596,23.12,135.35,46.35
11-August-2021,3780.00,3807.55,3592.00,3673.00,3674.457391865719819238,21686,4184,79684283.00,4581,21.12,215.55,-107.00
10-August-2021,3795.00,3842.00,3722.65,3752.10,3758.937905279769996406,63999,4533,240568267.00,10541,16.47,119.35,-42.90
9-August-2021,3705.00,3765.00,3685.20,3703.95,3728.390089197224975222,5045,946,18809728.00,707,14.01,79.80,-1.05
6-August-2021,3696.00,3732.40,3692.00,3715.50,3714.727286447328705101,6626,997,24613783.00,994,15.00,40.40,19.50
5-August-2021,3750.00,3750.65,3686.15,3691.00,3713.394004860923575479,11109,1985,41252094.00,2805,25.25,64.50,-59.00
4-August-2021,3808.00,3808.00,3698.05,3732.55,3736.909767354243194876,10617,1530,39674771.00,1818,17.12,109.95,-75.45
3-August-2021,3766.00,3829.10,3725.95,3783.85,3778.412514034027118058,23158,2977,87500477.00,5885,25.41,103.15,17.85
2-August-2021,3790.00,3790.00,3725.00,3734.05,3749.561189232623543591,12445,2325,46663289.00,4558,36.63,65.00,-55.95
30-July-2021,3760.00,3814.20,3725.00,3775.60,3784.977481818978358012,34239,4283,129593844.00,6432,18.79,89.20,15.60
29-July-2021,3660.00,3740.00,3633.15,3723.25,3699.032892830232423346,34506,4457,127638829.00,8376,24.27,106.85,63.25
28-July-2021,3670.00,3692.05,3572.15,3661.15,3634.313419070553876108,19517,2433,70930895.00,2342,12.00,119.90,-8.85
27-July-2021,3595.00,3705.10,3580.15,3669.00,3670.166939805181652457,54307,6538,199315756.00,12914,23.78,124.95,74.00
26-July-2021,3515.00,3616.60,3492.70,3558.45,3567.337769774051042516,390929,7062,1394575787.00,354396,90.65,123.90,43.45
23-July-2021,3419.50,3638.40,3399.50,3569.55,3556.274090828881723534,124674,12326,443374916.00,12314,9.88,238.90,150.05
22-July-2021,3215.00,3449.90,3208.20,3429.70,3373.019583507862879246,193377,14937,652264408.00,23626,12.22,241.70,214.70
20-July-2021,3090.05,3096.90,3025.00,3062.80,3055.750601443464314354,16211,3160,49536773.00,5244,32.35,71.90,-27.25
19-July-2021,3126.00,3126.00,3078.00,3083.40,3137.772169134029806406,40394,1014,126747169.00,36060,89.27,48.00,-42.60
16-July-2021,3115.00,3153.00,3103.65,3144.85,3134.459477124183006535,18360,2517,57548676.00,9449,51.47,49.35,29.85
15-July-2021,3164.00,3170.00,3100.00,3105.40,3124.383600173085244482,18488,3343,57763604.00,6509,35.21,70.00,-58.60
14-July-2021,3085.00,3162.45,3072.00,3156.20,3131.202055290201186857,6909,940,21633475.00,1929,27.92,90.45,71.20
13-July-2021,3106.60,3120.00,3076.80,3089.40,3095.234675659591350922,5041,796,15603078.00,860,17.06,43.20,-17.20
12-July-2021,3109.20,3128.35,3089.55,3097.00,3108.476168872758326216,37472,500,116480819.00,35637,95.10,38.80,-12.20
9-July-2021,3113.00,3137.15,3096.45,3107.25,3113.261428962496578154,3653,595,11372744.00,715,19.57,40.70,-5.75
8-July-2021,3168.95,3168.95,3110.45,3126.00,3124.481028016765938671,9066,1577,28326545.00,2598,28.66,58.50,-42.95
7-July-2021,3125.00,3156.90,3123.55,3151.40,3144.146446355817111815,8836,1176,27781678.00,3699,41.86,33.35,26.40
6-July-2021,3150.00,3185.00,3126.80,3132.80,3162.657641630066158892,17987,1960,56886723.00,4678,26.01,58.20,-17.20
5-July-2021,3189.95,3193.90,3135.55,3144.40,3165.569026128266033254,10525,1395,33317614.00,2194,20.85,58.35,-45.55
2-July-2021,3121.00,3149.95,3094.95,3145.25,3129.447519769949676491,8346,1119,26118369.00,2585,30.97,55.00,24.25
1-July-2021,3120.00,3126.65,3070.45,3112.70,3104.625037169194171870,6726,945,20881708.00,1305,19.40,56.20,-7.30
30-June-2021,3118.00,3143.35,3071.10,3079.65,3113.622850678733031674,8840,1074,27524426.00,1465,16.57,72.25,-38.35
29-June-2021,3128.15,3157.80,3097.30,3107.65,3125.793580949915879383,7727,1078,24153007.00,1286,16.64,60.50,-20.50
28-June-2021,3118.00,3153.25,3096.60,3117.65,3119.563929239177333525,6953,921,21690328.00,1851,26.62,56.65,-0.35
25-June-2021,3167.80,3172.05,3094.00,3117.60,3124.419585175110506630,20587,3232,64322426.00,6541,31.77,78.05,-50.20
24-June-2021,3222.30,3256.60,3152.30,3167.80,3220.474001993082830177,17059,2226,54938066.00,4527,26.54,104.30,-54.50
23-June-2021,3249.00,3250.00,3180.90,3222.30,3213.744289994596984134,20359,2496,65428620.00,3636,17.86,69.10,-26.70
22-June-2021,3290.00,3290.00,3214.10,3220.90,3260.681875097824385662,12778,1520,41664993.00,1689,13.22,75.90,-69.10
21-June-2021,3292.55,3292.55,3231.55,3246.15,3254.223405604158742234,15774,2426,51332120.00,3393,21.51,61.00,-46.40
18-June-2021,3252.05,3310.00,3202.35,3292.55,3268.913772898291494479,48639,5367,158996697.00,13954,28.69,107.65,40.50
17-June-2021,3229.75,3288.40,3192.95,3254.85,3254.875439570608920969,37821,3358,123102644.00,5292,13.99,95.45,25.10
16-June-2021,3225.00,3331.85,3212.10,3231.80,3276.646069724639493951,111926,8948,366741888.00,15299,13.67,119.75,6.80
15-June-2021,3247.55,3247.55,3141.65,3175.40,3187.270924507658643326,43872,4866,139831950.00,5008,11.42,105.90,-72.15
14-June-2021,3239.80,3239.80,3165.85,3198.90,3193.723720849286460146,11492,1466,36702273.00,1366,11.89,73.95,-40.90
11-June-2021,3221.70,3250.15,3193.40,3216.85,3224.154653023893906482,34988,3622,112806723.00,12619,36.07,56.75,-4.85
10-June-2021,3195.00,3228.00,3175.85,3207.90,3209.214876961683958200,26699,3185,85682828.00,9943,37.24,52.15,12.90
9-June-2021,3145.00,3201.80,3131.80,3163.65,3167.954484001802613789,13314,1489,42178146.00,2275,17.09,70.00,18.65
8-June-2021,3156.00,3218.35,3134.85,3142.95,3171.609291038308198994,23076,2814,73188056.00,6675,28.93,83.50,-13.05
7-June-2021,3180.00,3220.00,3121.85,3146.30,3156.480290006077971694,23034,3166,72706367.00,8327,36.15,98.15,-33.70
4-June-2021,3180.00,3239.10,3155.40,3175.25,3203.346440631869999773,44123,4331,141341255.00,7270,16.48,83.70,-4.75
3-June-2021,3050.00,3227.35,3043.00,3176.60,3157.481673167316731673,39996,4388,126286637.00,7898,19.75,184.35,126.60
2-June-2021,3053.80,3083.25,3021.00,3041.65,3038.093159460077785403,21855,3025,66397526.00,11678,53.43,62.25,-12.15
1-June-2021,3110.65,3135.85,3048.65,3054.65,3089.746593354052115706,8366,1261,25848820.00,2167,25.90,87.20,-56.00
31-May-2021,3105.00,3178.00,3092.75,3110.65,3138.504015184698496130,27396,3735,85982456.00,6776,24.73,85.25,5.65
28-May-2021,3133.40,3156.90,3094.00,3122.25,3124.247854380835612562,10603,1175,33126400.00,1920,18.11,62.90,-11.15
27-May-2021,3164.00,3165.35,3075.00,3094.65,3114.084560913836770558,19347,2488,60248194.00,2910,15.04,90.35,-69.35
26-May-2021,3080.00,3153.35,3069.20,3143.45,3109.544053843586605851,17978,2188,55903383.00,3278,18.23,84.15,63.45
25-May-2021,3047.20,3088.70,3023.35,3073.40,3060.999868021644450310,15154,1795,46386392.00,3412,22.52,65.35,26.20
24-May-2021,2978.00,3044.10,2978.00,3011.70,3012.945088940448569218,11637,1506,35061642.00,2133,18.33,66.10,33.70
21-May-2021,3013.60,3081.55,2970.30,3019.90,3033.818104114941593064,24569,2417,74537877.00,1977,8.05,111.25,6.30
20-May-2021,3015.85,3060.00,2968.40,2981.15,3004.710103957687397410,21932,2596,65899302.00,6515,29.71,91.60,-34.70
19-May-2021,2965.00,3053.00,2946.80,3015.85,3014.850824919970450627,20305,2393,61216546.00,4320,21.28,106.20,50.85
18-May-2021,2848.00,2984.25,2817.10,2963.85,2924.458850907261234630,63598,5469,185989734.00,25212,39.64,167.15,115.85
17-May-2021,2815.85,2847.80,2794.00,2816.50,2816.742311535472410347,9007,1045,25370398.00,1345,14.93,53.80,0.65
14-May-2021,2858.15,2858.15,2788.60,2804.80,2810.965241963970328505,14155,1500,39789213.00,3845,27.16,69.55,-53.35
12-May-2021,2825.10,2845.85,2777.20,2821.25,2814.627743778049775601,12255,892,34493263.00,1363,11.12,68.65,-3.85
11-May-2021,2755.00,2875.00,2738.90,2818.35,2827.432970096300050684,39460,3466,111570505.00,14176,35.92,136.10,63.35
10-May-2021,2746.00,2776.00,2696.25,2764.90,2741.006283356675120178,26419,2878,72414645.00,5302,20.07,79.75,18.90
7-May-2021,2855.00,2855.00,2735.30,2741.35,2784.858965272856130403,8466,937,23576616.00,2237,26.42,119.70,-113.65
6-May-2021,2840.00,2840.00,2784.00,2824.65,2811.368638844867054058,11358,1145,31931525.00,3869,34.06,56.00,-15.35
5-May-2021,2770.30,2832.00,2750.00,2797.05,2778.276264967168791039,10356,1072,28771829.00,1217,11.75,82.00,26.75
4-May-2021,2892.00,2905.95,2763.65,2779.05,2827.925247902364607170,24909,3194,70440790.00,8682,34.85,142.30,-112.95
3-May-2021,2900.00,2921.85,2856.35,2892.15,2899.082295506625485702,10037,850,29098089.00,1126,11.22,65.50,-7.85
30-April-2021,2920.00,2965.00,2881.10,2891.05,2921.246767682677119288,17093,1748,49932871.00,3643,21.31,83.90,-28.95
29-April-2021,2940.00,3002.00,2909.70,2938.50,2960.970422164360317135,34181,3062,101208930.00,9261,27.09,92.30,-1.50
28-April-2021,2950.00,2965.60,2891.35,2904.80,2936.037016726076227035,14588,1259,42830908.00,2186,14.98,74.25,-45.20
27-April-2021,2887.55,2954.95,2869.75,2949.25,2922.970363118547525809,22472,2224,65684990.00,9619,42.80,85.20,61.70
26-April-2021,2810.00,2900.00,2805.10,2886.90,2866.089804325437693099,14565,1184,41744598.00,1318,9.05,94.90,76.90
23-April-2021,2855.00,2925.50,2827.00,2844.65,2880.772195364388017891,22133,2282,63760131.00,6317,28.54,98.50,-10.35
22-April-2021,2825.00,2889.95,2777.30,2877.35,2824.331165140511525102,15835,1049,44723284.00,2324,14.68,112.65,52.35
20-April-2021,2790.00,2870.00,2790.00,2827.05,2841.040942877089236581,24351,2280,69182188.00,5571,22.88,80.00,37.05
19-April-2021,2771.00,2792.10,2726.50,2781.80,2767.211566833874299203,10167,1043,28134240.00,2630,25.87,65.60,10.80
16-April-2021,2795.00,2845.00,2769.25,2819.00,2814.684014547973675095,11548,984,32503971.00,2991,25.90,75.75,24.00
15-April-2021,2795.00,2799.00,2715.55,2767.15,2751.609472671902548485,12478,1400,34334583.00,1626,13.03,83.45,-27.85
13-April-2021,2700.00,2800.00,2660.90,2762.60,2718.360456792227714334,29335,3204,79743104.00,3838,13.08,139.10,62.60
12-April-2021,2881.50,2881.50,2707.00,2729.55,2767.254072712022968482,30999,2929,85782109.00,5447,17.57,174.50,-151.95
9-April-2021,2875.00,2904.65,2861.10,2881.30,2883.487899073120494335,11652,1167,33598401.00,2026,17.39,43.55,6.30
8-April-2021,2875.00,2919.00,2860.00,2867.85,2890.506470903248839700,22408,2633,64770469.00,8043,35.89,59.00,-7.15
7-April-2021,2797.00,2878.55,2773.15,2867.25,2838.945427728613569321,37290,3504,105864275.00,9118,24.45,105.40,70.25
6-April-2021,2846.25,2862.00,2786.00,2797.05,2823.109211584875301689,24860,2671,70182495.00,5428,21.83,76.00,-49.20
5-April-2021,2915.05,2963.15,2809.00,2838.65,2867.096663729069621049,39715,3864,113866744.00,7491,18.86,154.15,-76.40
1-April-2021,2945.00,2967.90,2909.65,2952.75,2940.315206611570247933,18150,1543,53366721.00,5019,27.65,58.25,7.75
31-March-2021,2955.70,3024.40,2896.90,2913.05,2978.289605694588459490,35683,3212,106274308.00,6200,17.38,127.50,-42.65
30-March-2021,2885.00,2981.20,2885.00,2957.00,2936.058624159296721919,18883,1670,55441595.00,2620,13.87,96.20,72.00
26-March-2021,2875.00,2916.00,2867.35,2879.15,2892.536240913811007268,24075,1908,69637810.00,1720,7.14,48.65,4.15
25-March-2021,2965.00,2980.25,2811.30,2823.65,2892.093889346066254569,52253,5690,151120582.00,6810,13.03,168.95,-141.35
24-March-2021,2929.50,2950.65,2858.90,2869.30,2906.027134625458355159,19090,2063,55476058.00,4203,22.02,91.75,-60.20
23-March-2021,2895.00,2945.90,2872.00,2932.35,2913.359885832900882200,11562,890,33684267.00,1599,13.83,73.90,37.35
22-March-2021,2885.00,2899.95,2819.20,2879.30,2867.947959229491266669,22271,1650,63872069.00,3202,14.38,80.75,-5.70
19-March-2021,2758.00,2884.20,2690.00,2867.95,2791.704498053392658509,28768,2542,80311755.00,3018,10.49,194.20,109.95
18-March-2021,2920.00,2920.00,2780.00,2789.80,2826.426043578521342180,21249,2739,60058727.00,4877,22.95,140.00,-130.20
17-March-2021,2950.00,2950.50,2851.40,2872.20,2882.395293959007551240,14832,1194,42751687.00,3131,21.11,99.10,-77.80
16-March-2021,2975.00,2993.35,2915.00,2947.45,2949.106181150550795593,19608,1255,57826074.00,1559,7.95,78.35,-27.55
15-March-2021,2990.95,2996.05,2942.05,2962.60,2970.460102201257861635,10176,696,30227402.00,1406,13.82,54.00,-28.35
12-March-2021,3041.80,3041.80,2960.70,2971.60,3009.242074027799468998,12806,941,38536354.00,1592,12.43,81.10,-70.20
10-March-2021,3010.00,3053.15,2977.55,2999.25,3004.756951740561742663,14277,1178,42898915.00,1909,13.37,75.60,-10.75
9-March-2021,3011.05,3056.00,2960.00,2990.60,3003.232901613269711429,13203,1739,39651684.00,2503,18.96,96.00,-20.45
8-March-2021,3022.00,3121.60,2997.15,3010.30,3066.967415398256243534,13534,1609,41508337.00,2608,19.27,124.45,-11.70
5-March-2021,3125.40,3125.40,3062.45,3073.65,3090.234825519915403595,14185,1839,43834981.00,3206,22.60,62.95,-51.75
4-March-2021,3123.00,3175.25,3115.00,3130.35,3147.594680219127450333,15151,1175,47689207.00,1432,9.45,60.25,7.35
3-March-2021,3152.00,3160.00,3095.90,3141.90,3131.316684378320935175,15997,1505,50091673.00,1295,8.10,64.10,-10.10
2-March-2021,3050.00,3129.50,3050.00,3121.30,3099.337992159536389977,35202,3160,109102896.00,11576,32.88,79.50,71.30
1-March-2021,3000.00,3049.95,2970.50,3037.85,3006.578145814581458145,27775,3009,83507708.00,5117,18.42,79.45,37.85
26-February-2021,3000.00,3090.00,2925.50,2995.80,2991.087337300361330879,74447,8770,222677479.00,14759,19.82,164.50,-4.20
25-February-2021,3075.85,3101.75,3016.55,3057.25,3057.756758811158689538,39467,3325,120680486.00,7444,18.86,85.20,-18.60
24-February-2021,3202.25,3202.25,2952.00,3075.85,3049.090069052462680152,209406,10677,638497755.00,80903,38.63,250.25,-126.40
23-February-2021,3120.00,3215.00,3019.05,3202.25,3132.790307062602938538,61323,4266,192112100.00,4025,6.56,195.95,82.25
22-February-2021,2970.00,3127.25,2950.00,3113.55,3066.412608457346143106,96697,6807,296512900.00,9398,9.72,177.25,143.55
19-February-2021,2902.95,3004.00,2902.95,2951.05,2966.672326545543226435,65608,5541,194637438.00,18166,27.69,101.05,48.10
18-February-2021,2915.00,2965.90,2878.05,2902.95,2927.019840393653597451,31703,2129,92795310.00,3104,9.79,87.85,-12.05
17-February-2021,2882.00,2943.20,2867.80,2881.80,2897.412390561815397903,25471,2369,73799991.00,7586,29.78,75.40,-0.20
16-February-2021,2893.00,2916.05,2856.05,2882.65,2888.631714731410743570,100004,4710,288874726.00,26442,26.44,60.00,-10.35
15-February-2021,2814.80,2885.95,2798.05,2870.00,2847.391064922159655515,24152,1975,68770189.00,3675,15.22,87.90,55.20
12-February-2021,2802.00,2893.70,2764.50,2788.40,2833.067657992565055762,69940,8473,198144752.00,26736,38.23,129.20,-13.60
11-February-2021,2755.00,2820.00,2755.00,2793.40,2787.907117767910398303,30178,3708,84133461.00,15040,49.84,65.00,38.40
10-February-2021,2815.00,2821.80,2772.50,2781.30,2799.493912775466173524,12978,1494,36331832.00,2596,20.00,49.30,-33.70
9-February-2021,2720.30,2823.00,2720.30,2801.85,2803.529839883551673944,15114,1524,42372550.00,1690,11.18,102.70,81.55
8-February-2021,2755.15,2828.45,2755.15,2809.90,2806.487884046792646869,31116,1786,87326677.00,3406,10.95,73.30,54.75
5-February-2021,2840.00,2848.15,2736.45,2750.15,2785.894642646885670552,42465,4703,118303016.00,12347,29.08,111.70,-89.85
4-February-2021,2710.00,2868.45,2681.85,2828.90,2808.737905659112243529,119312,10723,335116137.00,15642,13.11,186.60,118.90
3-February-2021,2730.00,2762.00,2597.10,2644.30,2675.299861243801464901,87924,10115,235223065.00,13924,15.84,164.90,-85.70
2-February-2021,2611.00,2718.00,2611.00,2698.60,2680.958843469591226321,25075,2667,67225043.00,3167,12.63,107.00,87.60
1-February-2021,2615.00,2646.95,2545.00,2610.25,2599.189747135519557487,30372,3833,78942591.00,5157,16.98,101.95,-4.75
29-January-2021,2690.00,2735.00,2571.50,2591.80,2664.586027190332326283,26480,3801,70558238.00,5943,22.44,163.50,-98.20
28-January-2021,2581.00,2721.90,2581.00,2710.05,2673.066119645072035111,41924,5011,112065624.00,9745,23.24,140.90,129.05
27-January-2021,2705.00,2726.20,2630.00,2639.30,2673.074360139330607299,13206,2080,35300620.00,2209,16.73,96.20,-65.70
25-January-2021,2789.00,2789.00,2680.50,2715.00,2743.200444848630939989,91267,5394,250363675.00,9710,10.64,108.50,-74.00
22-January-2021,2763.00,2837.95,2735.00,2746.65,2782.803873819871122433,80076,4439,222835803.00,10859,13.56,102.95,-16.35
21-January-2021,2827.55,2867.35,2745.90,2763.45,2804.816118435086821110,23439,2994,65742085.00,5926,25.28,121.45,-64.10
20-January-2021,2820.00,2852.40,2783.30,2809.90,2825.626286926380050701,38658,4370,109233061.00,12722,32.91,69.10,-10.10
19-January-2021,2815.00,2828.05,2751.00,2801.90,2775.027932960893854748,24344,2689,67555280.00,7389,30.35,77.05,-13.10
18-January-2021,2705.00,2832.90,2705.00,2801.40,2772.015372482684526938,87494,5807,242534713.00,11962,13.67,127.90,96.40
15-January-2021,2790.00,2810.00,2700.05,2732.00,2730.480803088803088803,32375,2925,88399316.00,4493,13.88,109.95,-58.00
14-January-2021,2837.00,2865.00,2744.55,2780.55,2776.344017343061609827,42899,4122,119102382.00,8993,20.96,120.45,-56.45
13-January-2021,2880.00,2914.55,2784.20,2837.15,2846.620188701590936007,25331,2076,72107736.00,3170,12.51,130.35,-42.85
12-January-2021,2906.70,2928.55,2854.90,2877.45,2883.355251495679149124,36104,4129,104100658.00,9062,25.10,73.65,-29.25
11-January-2021,2945.00,2987.00,2912.30,2933.40,2958.326952380952380952,52500,3200,155312165.00,5585,10.64,74.70,-11.60
8-January-2021,2885.00,2947.70,2880.00,2912.40,2916.559449825751653040,75467,5248,220103992.00,19254,25.51,67.70,27.40
7-January-2021,2766.10,2887.10,2766.10,2862.40,2852.987555180904634086,90158,6300,257219652.00,29840,33.10,121.00,96.30
6-January-2021,2800.00,2854.60,2748.00,2789.20,2806.637608627653642681,73531,5331,206374870.00,14897,20.26,106.60,-10.80
5-January-2021,2740.00,2836.50,2740.00,2775.90,2795.095481511883884929,80403,5927,224734062.00,23422,29.13,96.50,35.90
4-January-2021,2814.65,2815.00,2742.00,2748.00,2766.649814957056071503,28642,1861,79242384.00,5288,18.46,73.00,-66.65
1-January-2021,2806.00,2831.95,2786.40,2792.40,2803.396350670377849333,54969,3046,154099894.00,5772,10.50,45.55,-13.60
31-December-2020,2700.00,2804.60,2688.30,2790.05,2749.524458414108524213,53131,2793,146084984.00,5486,10.33,116.30,90.05
30-December-2020,2715.05,2723.60,2668.00,2681.70,2691.017033577940849455,22485,1190,60507518.00,3111,13.84,55.60,-33.35
29-December-2020,2730.00,2750.70,2691.10,2702.65,2719.622653277614919229,32066,2577,87207420.00,6204,19.35,59.60,-27.35
28-December-2020,2721.00,2745.50,2669.15,2725.55,2714.386246108724176078,38869,2994,105505479.00,7134,18.35,76.35,4.55
24-December-2020,2810.00,2810.00,2697.70,2707.60,2733.715967810249894112,23610,2563,64543034.00,4458,18.88,112.30,-102.40
23-December-2020,2789.00,2804.00,2707.00,2753.95,2756.311276499774470004,66510,4632,183322263.00,7881,11.85,97.00,-35.05
22-December-2020,2680.00,2721.45,2583.95,2710.50,2665.731079511567316445,31857,2842,84922195.00,3410,10.70,137.50,30.50
21-December-2020,2757.45,2817.70,2603.00,2677.35,2764.202444076761728571,76757,5810,212171887.00,4495,5.86,214.70,-80.10
18-December-2020,2834.00,2879.65,2740.95,2757.45,2794.670198002626818328,80706,5968,225546653.00,6706,8.31,138.70,-76.55
17-December-2020,2704.90,2927.50,2700.00,2803.75,2839.725578655729837038,229195,16104,650850904.00,9545,4.16,227.50,98.85
16-December-2020,2585.05,2690.35,2578.15,2675.20,2642.996343910823216166,50327,4487,133014077.00,16475,32.74,112.20,90.15
15-December-2020,2628.65,2661.65,2575.45,2581.75,2607.258570347139612847,18494,1981,48218640.00,2536,13.71,86.20,-46.90
14-December-2020,2678.00,2678.00,2592.40,2632.70,2631.446319369501945779,30579,2332,80466997.00,4044,13.22,85.60,-45.30
11-December-2020,2574.80,2660.00,2574.80,2647.50,2623.542779450325337476,30891,2482,81043860.00,4935,15.98,85.20,72.70
10-December-2020,2515.00,2607.25,2515.00,2577.30,2575.874406668467564542,51826,4188,133497267.00,17978,34.69,92.25,62.30
9-December-2020,2580.10,2584.15,2509.90,2518.25,2547.418294636445655576,54311,2026,138352835.00,4310,7.94,74.25,-61.85
8-December-2020,2554.00,2599.10,2544.80,2559.60,2581.440130954065032435,49483,3590,127737402.00,11689,23.62,54.30,5.60
7-December-2020,2575.00,2580.00,2510.05,2548.55,2554.791957796313564193,78287,4711,200006998.00,29384,37.53,69.95,-26.45
4-December-2020,2550.00,2567.45,2539.00,2562.25,2552.815351231328219620,19816,1206,50586589.00,1466,7.40,28.45,12.25
3-December-2020,2526.00,2592.15,2515.00,2543.50,2553.940371253759203567,9643,1210,24627647.00,1570,16.28,77.15,17.50
2-December-2020,2537.15,2551.80,2511.60,2532.30,2534.750776008811454891,9987,1092,25314556.00,1402,14.04,40.20,-4.85
1-December-2020,2520.00,2545.95,2466.55,2504.60,2490.935551480220068116,11451,1343,28523703.00,1528,13.34,79.40,-15.40
27-November-2020,2513.90,2533.40,2434.40,2497.70,2504.682936926087611019,26572,2722,66554435.00,6440,24.24,99.00,-16.20
26-November-2020,2440.00,2506.60,2393.70,2496.40,2465.905331450260393679,22658,2881,55872483.00,2208,9.74,112.90,56.40
25-November-2020,2585.00,2585.00,2420.00,2425.70,2462.594827176341938857,21033,2110,51795757.00,4753,22.60,165.00,-159.30
24-November-2020,2633.45,2659.85,2537.00,2542.20,2580.656162510580115892,15359,1297,39636298.00,3569,23.24,122.85,-91.25
23-November-2020,2600.05,2645.00,2572.65,2618.45,2610.369421583400950504,17254,1883,45039314.00,2860,16.58,72.35,18.40
20-November-2020,2511.00,2627.60,2511.00,2617.10,2583.304277182504830493,22772,2124,58827005.00,2710,11.90,116.60,106.10
19-November-2020,2580.00,2634.10,2495.00,2510.25,2557.406779046583288018,27585,3484,70546066.00,5681,20.59,139.10,-69.75
18-November-2020,2520.00,2598.30,2496.05,2592.45,2551.726762278446759572,29564,2992,75439250.00,7667,25.93,102.25,72.45
17-November-2020,2500.00,2532.55,2462.15,2522.85,2504.525316222295976693,27117,3311,67915213.00,8044,29.66,70.40,22.85
14-November-2020,2489.00,2502.65,2461.90,2476.15,2482.393965610468259976,9247,819,22954697.00,4337,46.90,40.75,-12.85
13-November-2020,2385.00,2502.80,2360.95,2483.15,2456.524566535249480690,70767,8025,173840874.00,7600,10.74,141.85,98.15
12-November-2020,2335.40,2428.20,2314.65,2338.85,2378.142995181530057460,77618,7899,184586703.00,22287,28.71,113.55,3.45
11-November-2020,2230.30,2339.65,2228.85,2330.40,2285.058410419014176777,38161,5475,87200114.00,16920,44.34,110.80,100.10
10-November-2020,2340.00,2340.00,2183.35,2240.25,2226.616304583705061124,41473,4532,92344458.00,6917,16.68,156.65,-99.75
9-November-2020,2465.00,2465.00,2263.60,2334.30,2304.446216981677359690,17301,1708,39869224.00,2298,13.28,201.40,-130.70
6-November-2020,2246.50,2288.00,2211.60,2262.90,2251.093263111696291419,13671,1349,30774696.00,2199,16.09,76.40,16.40
5-November-2020,2180.00,2247.85,2180.00,2238.65,2222.086100966702470461,23275,2693,51719054.00,8325,35.77,67.85,58.65
4-November-2020,2141.00,2195.45,2130.00,2169.40,2168.544336408210753760,12033,1486,26094094.00,2540,21.11,65.45,28.40
3-November-2020,2183.00,2183.00,2105.65,2156.35,2139.676286072772898368,11158,1223,23874508.00,1360,12.19,77.35,-26.65
2-November-2020,2135.00,2187.25,2099.60,2166.50,2139.146436617396560250,18199,2539,38930326.00,3504,19.25,87.65,31.50
30-October-2020,2219.00,2239.75,2164.00,2176.50,2194.346264960792406108,7269,694,15950703.00,1599,22.00,75.75,-42.50
29-October-2020,2179.00,2236.05,2152.25,2221.15,2195.211001886605103763,10071,1015,22107970.00,1664,16.52,83.80,42.15
28-October-2020,2158.55,2222.90,2158.55,2179.00,2194.241334429373886833,14598,1293,32031535.00,1609,11.02,64.35,20.45
27-October-2020,2101.00,2183.00,2101.00,2174.20,2162.332148358810285578,8439,1520,18247921.00,2712,32.14,82.00,73.20
26-October-2020,2210.05,2232.00,2135.20,2164.65,2172.964797991871862299,16732,2335,36358047.00,3541,21.16,96.80,-45.40
23-October-2020,2200.00,2235.95,2189.50,2221.60,2219.072513013302486986,13832,1200,30694211.00,2496,18.05,46.45,21.60
22-October-2020,2255.95,2257.00,2174.40,2186.65,2202.413331155040026139,12242,1258,26961944.00,5275,43.09,82.60,-69.30
21-October-2020,2304.90,2304.90,2234.30,2263.45,2270.812623875590791279,6559,939,14894260.00,1835,27.98,70.60,-41.45
20-October-2020,2248.65,2303.75,2227.25,2290.15,2273.434800215982721382,14816,1917,33683210.00,5944,40.12,76.50,41.50
19-October-2020,2320.85,2325.00,2237.15,2248.70,2261.721369065542507276,9963,1392,22533530.00,3541,35.54,87.85,-72.15
16-October-2020,2296.00,2324.40,2268.70,2318.60,2303.425650557620817843,5918,634,13631673.00,448,7.57,55.70,22.60
15-October-2020,2326.00,2356.60,2289.80,2295.95,2323.777561995817149686,20082,1760,46666101.00,4039,20.11,66.80,-30.05
